id,sentiment
"3630_4",0
"9495_8",0
"8196_8",0
"3951_2",0
"3304_10",1
"10492_1",1
"6827_4",0
"7897_8",0
"12106_10",1
"11427_1",0
"9897_10",1
"9569_9",0
"5983_8",1
"2399_7",1
"8437_3",1
"2681_3",1
"11724_8",1
"11464_1",0
"10018_8",1
"4414_9",1
"7068_8",1
"1033_4",0
"475_1",0
"4886_1",0
"12349_4",0
"5169_7",1
"8125_7",0
"11220_10",1
"4056_4",0
"3027_8",0
"2326_8",1
"11211_8",1
"12322_10",1
"10464_1",0
"8473_8",1
"5514_4",1
"8158_2",0
"5225_4",0
"6147_1",0
"9219_2",0
"8807_9",1
"2072_10",1
"11127_9",1
"5280_8",1
"725_2",0
"3209_1",0
"10091_1",0
"3617_2",0
"6921_1",0
"5290_3",0
"3391_3",1
"8551_4",0
"4625_10",1
"12368_3",0
"8931_4",0
"7730_7",1
"4543_7",0
"3749_1",0
"9144_1",0
"365_1",0
"8824_8",0
"11228_10",1
"8613_7",1
"4451_9",0
"3759_1",0
"60_4",0
"418_4",0
"6645_1",0
"12274_3",0
"11095_7",1
"1789_3",1
"5320_2",0
"7481_1",0
"11420_9",1
"9845_3",0
"6662_1",0
"4759_2",1
"253_7",1
"5162_9",1
"8075_1",0
"4170_1",0
"12058_4",0
"1472_1",0
"10119_2",0
"5844_8",1
"9885_4",0
"9731_8",1
"8381_8",1
"1757_8",1
"424_8",1
"8370_10",1
"4217_9",0
"4507_3",0
"10264_4",1
"9855_2",0
"51_1",0
"9114_1",0
"5054_1",0
"7957_10",1
"7328_2",0
"4134_7",1
"3044_1",1
"669_7",0
"5363_1",0
"8855_10",1
"1664_4",1
"8102_1",0
"10914_8",1
"2366_7",1
"1116_9",1
"8361_4",0
"6487_1",0
"6908_2",0
"1615_8",1
"1201_8",1
"10828_1",0
"2268_1",0
"8031_1",0
"211_4",0
"3178_4",0
"12481_8",1
"9695_1",0
"7934_3",0
"2901_7",1
"2646_10",0
"3248_10",0
"3377_2",0
"12246_9",1
"7224_3",0
"10693_4",0
"7564_1",0
"7894_10",1
"7252_4",0
"4386_9",1
"11666_10",1
"10343_3",0
"2025_1",0
"4276_4",0
"2080_9",1
"7260_1",0
"1177_1",0
"3086_1",0
"603_1",0
"12005_10",1
"3212_3",0
"1029_3",0
"10768_7",1
"8234_7",1
"7550_1",0
"8779_4",0
"1241_7",1
"4532_7",1
"8639_3",1
"5750_8",1
"11473_4",1
"4158_10",1
"11194_10",0
"3162_8",0
"11982_7",1
"10868_8",1
"9793_1",0
"1962_2",0
"6157_2",0
"8075_8",1
"4254_2",0
"9580_3",1
"8693_10",1
"7563_1",0
"7734_10",0
"5462_8",1
"10738_4",0
"5447_4",0
"5548_7",1
"11023_9",1
"6601_4",1
"9752_10",1
"5233_4",0
"2847_8",1
"2909_10",1
"11655_3",0
"7586_10",1
"6308_1",0
"6037_10",1
"4870_10",1
"960_1",0
"2718_9",1
"7005_4",1
"1210_1",0
"10587_1",0
"11256_1",0
"1507_8",1
"1441_2",0
"6210_1",0
"3047_7",1
"5039_3",0
"5532_2",0
"3098_1",0
"6785_1",0
"11286_1",0
"7423_9",0
"4015_1",0
"4408_8",1
"9741_1",0
"10013_1",0
"10666_8",1
"1712_9",1
"2394_3",0
"8109_2",1
"10747_10",1
"1056_3",1
"12318_9",1
"839_7",0
"11445_7",1
"599_4",0
"202_10",1
"2775_1",0
"4974_2",0
"10631_1",0
"1938_9",0
"11330_8",1
"5530_8",1
"7737_10",1
"9204_1",0
"96_10",1
"8736_3",0
"3414_8",1
"11353_1",1
"11687_10",1
"5898_4",1
"3913_1",1
"376_10",1
"5365_10",1
"10020_3",0
"6138_8",1
"10183_7",1
"5499_1",0
"1452_1",0
"2414_3",0
"8646_1",0
"899_7",0
"5081_4",0
"9282_8",1
"2304_1",0
"146_10",1
"8492_1",0
"11576_7",1
"7057_1",0
"11276_10",1
"9899_7",1
"1433_10",1
"2548_1",0
"1338_3",1
"4021_1",0
"7440_1",0
"9524_3",0
"8154_10",0
"717_7",1
"7296_10",0
"5020_10",1
"5108_10",0
"831_9",1
"8747_3",1
"8184_7",1
"4112_1",0
"1659_7",1
"2789_7",1
"4412_9",1
"10079_8",1
"2519_10",1
"2597_3",0
"8518_10",1
"1127_4",0
"7119_10",1
"11962_7",1
"6305_10",1
"4886_8",1
"6400_3",0
"6531_8",0
"9304_1",0
"8284_8",1
"1180_4",0
"5421_4",0
"216_4",0
"10209_3",0
"11263_10",1
"7568_10",1
"9875_7",1
"11854_7",0
"9396_9",1
"9139_8",1
"11451_8",1
"10696_3",0
"8822_10",0
"11287_3",0
"641_8",1
"4685_7",1
"10405_8",1
"3432_8",1
"10099_10",0
"304_4",1
"11084_10",1
"11368_1",1
"10012_1",0
"9080_3",1
"2411_9",1
"4854_1",0
"732_1",0
"3659_3",0
"2058_1",0
"7152_9",1
"6586_10",1
"8582_1",1
"6962_1",0
"9991_4",1
"4889_10",1
"10993_10",1
"5235_1",0
"7667_7",1
"3976_1",0
"9651_9",0
"10269_7",1
"4250_3",0
"4552_9",1
"608_8",1
"888_8",0
"5364_3",0
"7651_1",0
"10548_3",0
"4893_10",1
"11017_4",0
"3815_7",1
"11044_7",1
"6791_10",1
"7533_3",1
"6394_1",0
"8055_3",0
"10500_10",1
"4881_9",1
"1994_2",0
"2712_2",0
"4168_4",0
"6003_2",0
"11072_8",1
"10523_2",0
"10903_10",1
"7217_1",0
"12059_9",1
"11097_2",1
"8330_1",0
"10152_9",1
"139_4",0
"6700_1",1
"7374_10",1
"8831_4",0
"3052_10",1
"11307_1",0
"7652_3",0
"12377_10",1
"12087_1",0
"9517_10",1
"6395_3",0
"6785_8",1
"11710_4",0
"5566_2",0
"4481_1",0
"7382_2",0
"5066_8",1
"11264_1",0
"4466_2",0
"4714_10",1
"236_9",1
"6481_10",1
"6550_4",0
"10984_10",1
"1194_1",0
"9564_10",1
"3852_2",0
"5956_3",0
"4912_4",1
"8678_9",1
"3039_1",0
"11436_9",1
"6944_9",1
"10449_9",1
"4342_10",1
"10968_7",1
"7927_10",0
"11141_1",0
"7045_1",0
"2120_8",1
"11540_10",1
"2961_1",1
"7459_1",0
"12334_4",0
"2987_2",0
"3676_8",1
"8553_7",1
"7972_10",1
"3326_4",0
"1917_9",1
"11877_10",1
"3707_7",0
"6348_2",0
"1768_9",1
"11146_8",1
"2949_10",1
"9094_1",0
"10954_1",0
"782_4",0
"6374_10",1
"6521_4",1
"10441_1",0
"5978_9",0
"3826_10",1
"4612_1",1
"6207_9",1
"3473_1",0
"5627_10",1
"1108_1",0
"7313_1",0
"777_2",1
"12487_10",1
"9597_10",1
"4790_1",0
"2143_4",1
"10438_4",0
"10460_3",0
"6872_7",0
"439_1",0
"7640_2",0
"2687_10",0
"6293_10",1
"817_10",0
"9347_7",1
"1629_1",1
"431_4",0
"10599_8",1
"10982_10",1
"1331_1",0
"2424_3",1
"7699_10",0
"3123_10",1
"8658_1",0
"10716_3",0
"8644_1",0
"2379_8",1
"4658_8",1
"1218_8",1
"11795_1",0
"11418_4",0
"1041_1",0
"5596_10",1
"10455_10",1
"5746_9",1
"7742_3",0
"4007_4",0
"10000_8",0
"10378_2",0
"9520_4",0
"3023_7",1
"1485_2",0
"11849_4",0
"10657_3",0
"12228_8",0
"975_4",1
"1102_8",0
"11265_1",0
"3267_8",1
"2219_1",1
"2068_8",1
"8127_2",0
"6009_10",1
"3690_1",0
"9842_7",1
"499_1",0
"8034_1",0
"3041_1",0
"11594_4",0
"3366_10",1
"10973_4",0
"11656_9",1
"3893_2",0
"327_8",0
"10131_10",1
"2812_8",1
"5857_10",1
"4083_10",1
"5338_2",0
"4207_7",1
"11589_3",0
"7993_10",1
"7058_4",0
"12008_8",1
"3144_10",1
"11899_2",1
"6541_4",0
"1996_3",0
"10944_1",0
"7704_10",1
"6427_10",0
"722_7",1
"1229_8",0
"6154_10",1
"10096_1",0
"11803_7",0
"6780_4",1
"8568_4",0
"10432_10",0
"10514_3",0
"47_8",1
"2996_4",0
"3285_10",1
"8404_10",0
"7117_1",0
"9863_10",1
"2039_9",1
"10848_10",0
"8143_1",0
"3947_2",0
"7896_1",0
"12402_2",0
"3310_8",1
"4334_1",0
"3203_1",0
"10877_1",0
"3174_4",0
"1082_10",1
"5293_1",0
"7605_4",0
"8919_2",0
"8545_9",1
"9054_1",0
"7613_9",1
"6603_3",1
"2510_4",0
"3844_8",1
"4184_4",0
"4279_10",1
"2935_10",1
"4479_1",0
"6087_9",0
"758_9",1
"3233_1",0
"8622_8",1
"6696_4",0
"9112_9",1
"5223_7",1
"2702_9",0
"11740_1",0
"6448_10",1
"2782_10",1
"11927_1",0
"10780_10",1
"7209_8",1
"12323_4",0
"11357_3",1
"5863_8",1
"6658_3",0
"7874_8",1
"10972_10",1
"4236_3",0
"10229_8",0
"8857_10",1
"5451_1",0
"7783_1",0
"384_4",1
"6739_7",0
"8501_8",1
"12113_8",1
"4955_3",1
"4212_4",1
"8571_7",1
"2768_2",0
"8509_2",0
"2723_7",1
"11278_8",1
"473_1",0
"690_4",1
"4688_10",1
"9962_3",1
"11140_9",1
"1483_9",0
"1704_8",1
"4854_7",1
"3069_9",1
"10625_2",0
"1235_10",0
"3061_10",0
"8145_1",0
"8155_1",0
"10247_2",0
"1542_4",0
"11588_10",1
"5058_1",0
"8820_7",1
"7404_9",1
"4904_10",1
"10078_1",0
"2336_4",0
"12224_9",0
"9058_7",1
"2378_8",0
"509_3",0
"12118_4",1
"4743_8",1
"10300_10",1
"9459_8",1
"10048_10",1
"9418_2",1
"8452_7",1
"6975_8",1
"8717_9",1
"8257_2",1
"4918_2",0
"340_3",0
"6471_2",0
"2880_8",1
"5791_9",1
"2190_2",0
"2938_3",0
"4567_10",1
"2887_1",0
"10809_1",0
"1244_2",1
"4271_4",0
"860_8",1
"8218_7",1
"10377_9",1
"7320_4",0
"2389_10",1
"2888_1",0
"129_9",1
"11219_7",0
"5319_8",1
"5805_1",1
"6446_2",0
"1847_10",1
"7681_4",1
"5718_1",0
"1214_10",1
"1190_1",0
"3627_1",0
"8816_7",1
"5023_10",1
"3409_1",0
"2055_10",1
"9106_1",0
"9209_7",1
"2819_10",1
"11926_10",1
"4788_3",1
"3069_3",0
"4903_10",1
"6301_4",0
"6063_4",0
"6330_1",0
"2468_4",0
"1944_8",1
"1378_9",1
"2566_8",1
"3409_10",1
"6974_4",1
"5413_10",1
"3301_10",1
"3015_1",0
"8428_1",0
"7468_4",1
"11135_2",0
"907_8",1
"309_9",1
"9701_10",1
"1217_10",1
"1630_4",0
"11132_3",0
"9886_10",1
"1078_8",1
"1145_8",1
"683_4",1
"11846_10",1
"3348_2",0
"9398_9",1
"8493_10",1
"11470_10",1
"8300_10",0
"1622_4",1
"9480_10",1
"10824_10",1
"2998_3",0
"4576_1",0
"3836_8",1
"1576_10",1
"4300_1",0
"3759_8",1
"9012_7",1
"5881_7",1
"364_1",1
"7469_10",1
"1306_3",0
"5793_10",1
"1498_2",0
"7318_4",0
"999_10",1
"11426_10",1
"11219_3",0
"3305_10",1
"2415_10",1
"12406_8",1
"10990_1",0
"5097_1",0
"9398_4",0
"6058_1",0
"8367_10",1
"37_9",1
"9169_1",0
"11519_9",1
"8755_7",1
"6526_2",0
"3686_2",0
"4305_10",1
"30_1",1
"7108_9",1
"12306_9",1
"8213_4",1
"441_2",0
"10046_1",0
"8011_10",0
"9822_1",0
"9599_1",0
"5473_8",1
"5324_3",0
"5324_10",1
"2760_2",1
"5274_7",1
"5657_9",1
"557_9",1
"9123_1",0
"6587_4",0
"885_2",1
"6007_8",1
"11331_8",0
"4674_3",1
"10794_10",1
"7236_3",0
"10372_7",1
"2283_9",1
"9373_4",0
"6902_7",1
"1491_2",0
"12379_2",0
"5352_4",1
"5579_2",0
"8943_4",1
"194_8",0
"8477_10",1
"9442_10",1
"2598_10",1
"8989_9",1
"11465_7",1
"5691_8",1
"7557_9",1
"54_10",1
"4533_8",1
"8148_1",0
"7200_9",1
"9922_4",0
"1848_8",1
"948_3",1
"8892_2",1
"10193_9",1
"12243_2",1
"2385_1",0
"7667_1",0
"9836_4",0
"6832_2",0
"12458_7",1
"105_2",0
"254_8",0
"11293_7",1
"10680_8",1
"2781_8",1
"11124_1",1
"9776_3",0
"326_1",0
"5673_1",0
"7288_7",0
"2821_9",1
"167_7",1
"5796_3",1
"6638_10",1
"7516_3",0
"2087_4",0
"7458_10",1
"11142_8",1
"11727_7",1
"6197_10",1
"1837_10",0
"1759_8",1
"5812_4",1
"8964_8",1
"4641_1",0
"3615_9",0
"875_4",0
"3427_1",0
"5850_4",0
"9157_10",1
"10569_10",1
"4745_1",0
"3202_10",0
"2465_10",1
"8078_10",1
"20_9",1
"2912_9",1
"10045_10",0
"10578_1",0
"3680_4",1
"6008_1",1
"775_7",1
"9132_4",0
"3799_3",1
"1149_3",1
"10240_1",1
"7223_10",1
"8504_1",0
"2679_3",0
"433_4",0
"1080_2",0
"4224_10",1
"7691_9",0
"4810_9",1
"3163_10",1
"2662_10",1
"6445_1",0
"5542_4",0
"1107_10",1
"11284_1",0
"4154_1",0
"9929_2",1
"4683_7",1
"7701_10",1
"9483_1",0
"3499_8",1
"848_8",1
"11172_10",1
"259_3",0
"4371_8",1
"8007_7",0
"9618_4",0
"6289_10",1
"8826_9",1
"4269_10",1
"5270_2",0
"6337_7",1
"4659_8",1
"2331_10",1
"2878_1",0
"4204_4",0
"1612_10",1
"10067_3",0
"12203_2",0
"2670_2",0
"11608_10",1
"10530_4",0
"8504_8",1
"11770_10",1
"7432_10",1
"5317_2",0
"6243_9",1
"2599_4",0
"6892_8",0
"777_7",1
"1574_1",0
"2855_4",1
"3557_4",0
"3107_3",0
"3581_9",1
"4873_1",0
"4429_7",1
"5879_1",0
"1045_2",0
"2786_7",1
"12353_9",1
"4544_10",1
"7336_10",1
"88_9",1
"829_1",0
"5340_3",1
"7475_2",0
"10060_9",1
"2509_4",1
"8438_3",0
"11787_9",0
"7716_9",1
"10887_7",0
"1566_3",1
"515_1",0
"4247_10",1
"5133_1",0
"1399_9",1
"2873_10",1
"8735_4",0
"9228_10",1
"11349_10",1
"3328_3",0
"8282_7",0
"10979_9",1
"2452_10",1
"9863_2",0
"7906_3",0
"3819_8",1
"6267_1",0
"9880_10",1
"4132_7",1
"9426_10",1
"2309_3",0
"2833_7",1
"2121_1",1
"662_8",1
"4872_8",0
"4899_3",0
"6706_8",1
"2808_3",0
"5674_1",0
"11037_3",1
"5565_3",0
"11855_7",1
"7617_9",1
"3413_10",1
"7781_2",0
"3645_8",1
"11634_9",1
"5591_8",1
"2133_4",0
"164_10",1
"3682_1",0
"3812_9",1
"12178_1",0
"10434_10",1
"3351_4",0
"1090_1",0
"4127_1",0
"767_3",1
"1092_10",1
"7713_1",0
"10428_4",0
"11339_1",0
"11266_10",1
"3041_7",1
"10169_7",0
"6552_9",1
"9196_1",0
"4743_1",0
"3052_1",0
"12140_2",0
"1446_2",0
"6903_9",1
"9641_1",0
"1842_9",1
"3748_1",0
"4917_1",1
"2327_3",0
"11224_3",0
"6175_8",0
"5795_10",1
"3124_9",1
"8866_1",0
"8395_8",1
"12442_8",1
"10938_10",1
"6737_7",1
"4567_1",0
"4818_1",0
"8190_10",1
"8179_3",0
"11964_7",1
"10652_2",0
"10411_9",1
"11789_10",1
"8732_9",1
"5648_2",1
"9279_1",0
"7375_2",0
"6045_9",1
"826_9",1
"4590_10",1
"12092_3",1
"8620_2",1
"7874_2",0
"4011_8",1
"1525_1",0
"8176_8",0
"3118_1",0
"8880_8",0
"8254_8",1
"7397_4",1
"287_9",1
"7872_10",1
"10271_1",0
"1881_7",1
"10089_1",0
"5271_4",0
"9235_9",1
"7969_1",0
"10773_1",0
"2855_8",1
"9278_7",0
"5531_2",0
"377_7",1
"4718_7",1
"690_9",1
"652_10",1
"6493_10",1
"6538_8",1
"6866_7",0
"7185_10",1
"12255_10",1
"10328_8",1
"4370_3",0
"7197_7",1
"974_10",1
"977_1",0
"8292_8",1
"137_4",0
"6843_9",1
"26_9",1
"1093_8",1
"2919_10",1
"5161_1",0
"904_10",1
"4170_8",1
"10989_9",1
"773_2",1
"3733_1",0
"7647_1",1
"411_10",1
"5450_10",0
"10385_3",0
"5183_9",1
"5470_10",1
"7877_4",0
"3137_1",0
"8546_3",0
"3179_8",1
"5977_1",0
"3164_10",1
"8264_4",1
"2866_9",1
"2334_2",0
"6950_8",1
"8138_2",0
"4565_3",0
"11281_8",1
"2791_10",0
"8002_7",0
"2994_4",0
"1833_10",1
"3556_10",1
"8711_7",0
"10139_8",0
"2514_3",0
"2669_10",1
"7438_10",1
"12451_2",0
"9778_8",1
"11366_1",0
"9287_9",0
"2319_3",0
"6972_3",0
"1964_1",0
"6124_7",0
"5625_4",1
"10710_9",1
"5589_7",1
"1272_4",0
"9275_9",0
"3922_10",1
"8350_9",1
"4053_4",1
"3306_8",1
"10224_4",1
"3224_1",1
"9487_8",1
"6921_9",1
"1755_10",0
"562_1",0
"8105_1",0
"7778_1",0
"6566_4",0
"6736_10",1
"966_7",1
"10326_1",0
"9111_10",1
"11555_10",1
"9829_7",1
"5911_4",0
"7216_10",1
"3972_4",0
"1332_3",1
"1357_4",0
"10391_10",1
"9051_3",0
"3732_10",1
"3720_10",1
"721_1",0
"11267_10",1
"1591_3",0
"1714_8",1
"10112_7",0
"9625_2",0
"7871_9",1
"8188_8",1
"5741_10",1
"7919_10",1
"11323_10",1
"8791_10",1
"8706_2",0
"313_10",1
"10382_4",0
"10220_3",0
"7476_8",1
"4482_7",1
"12386_8",1
"9405_1",0
"1278_2",0
"11628_4",0
"11109_1",0
"9843_1",0
"6821_4",0
"8321_7",1
"10071_1",0
"1343_9",1
"1309_10",1
"840_1",0
"2866_1",0
"10031_10",1
"11791_4",0
"2950_1",0
"1579_10",1
"4615_1",0
"6186_1",1
"6835_10",1
"10265_2",0
"8048_4",0
"6761_9",1
"468_7",1
"3078_10",1
"1831_10",0
"6426_4",1
"11640_9",1
"6360_7",1
"8781_4",0
"12144_2",0
"5459_2",0
"2035_7",0
"10281_1",0
"7393_1",0
"11166_1",0
"7181_10",1
"6935_8",1
"4774_3",0
"7034_10",1
"623_10",1
"11716_2",0
"8567_10",1
"802_4",0
"8536_9",1
"1458_3",0
"188_1",0
"2635_2",0
"10800_8",1
"9531_1",0
"8201_1",0
"4186_1",0
"428_7",1
"2677_3",0
"2464_10",1
"9679_2",0
"6109_1",0
"10208_3",0
"12305_8",1
"794_1",0
"11234_3",0
"6130_1",0
"9042_10",0
"628_2",0
"780_7",1
"12399_3",1
"7376_1",0
"12401_8",1
"1158_4",0
"6889_10",1
"3448_7",1
"5047_3",0
"1563_1",0
"10431_10",1
"5189_10",1
"5465_8",1
"2676_10",1
"3155_10",1
"645_10",1
"269_8",1
"3960_10",1
"10678_9",1
"7364_3",1
"856_1",0
"8981_4",0
"1438_7",1
"10058_7",1
"12054_10",1
"2345_9",0
"7767_2",0
"314_1",0
"982_8",1
"10396_1",0
"11255_10",1
"5343_8",1
"9365_1",0
"666_1",0
"10168_2",0
"2004_10",1
"445_4",0
"5860_8",1
"7077_10",1
"6865_1",0
"11150_3",0
"1562_1",0
"4735_3",0
"6206_8",1
"10401_2",0
"11158_8",1
"11313_3",0
"9372_4",0
"6264_7",1
"6436_10",1
"6446_10",1
"2993_4",1
"5601_8",1
"8016_10",1
"7269_7",1
"12313_1",0
"11262_7",0
"11120_2",0
"10963_1",0
"8551_8",1
"11572_1",0
"11968_4",0
"5066_1",0
"3058_1",0
"192_2",0
"9672_7",1
"12261_10",1
"9222_7",0
"6492_3",0
"6905_7",1
"5252_1",0
"7721_7",1
"10216_3",1
"3471_8",1
"6499_10",1
"9010_3",0
"9527_10",1
"4548_7",0
"3211_1",0
"6293_4",0
"9374_4",1
"5859_9",0
"6574_4",0
"258_4",0
"40_3",0
"9756_10",1
"6758_4",1
"11122_3",1
"11044_1",0
"5408_3",0
"7594_8",1
"36_4",0
"2416_10",1
"4438_8",1
"11180_3",0
"6746_8",1
"2483_7",1
"336_10",1
"2568_10",1
"8261_1",0
"3486_10",1
"1077_8",1
"7802_10",1
"11820_4",0
"7097_4",0
"5773_1",1
"10756_2",0
"11112_7",1
"3968_10",1
"3484_4",0
"9419_3",0
"1608_1",0
"4864_4",0
"3460_8",1
"1643_1",0
"9713_10",1
"488_9",1
"8649_1",0
"3957_1",0
"25_7",1
"12091_3",0
"9805_10",1
"10415_7",1
"1191_9",0
"9478_8",0
"172_1",0
"938_9",1
"8746_2",0
"6256_3",0
"8440_8",1
"7249_8",0
"1058_10",1
"6967_7",1
"1797_9",0
"10035_1",0
"11929_9",1
"1595_7",1
"206_2",0
"3436_2",0
"2600_10",1
"7419_10",1
"4557_8",1
"234_10",1
"2746_10",1
"8866_9",1
"8183_4",0
"12161_7",0
"8545_3",0
"12255_3",0
"4106_7",1
"12016_1",0
"11646_10",1
"6428_8",1
"6172_4",0
"664_7",0
"9611_8",1
"4491_10",1
"12249_2",0
"1250_4",1
"8992_9",1
"4249_10",1
"7622_4",1
"10785_1",0
"11060_10",1
"1949_8",1
"10827_10",0
"12092_7",1
"158_3",1
"1348_10",1
"1723_7",1
"9313_9",0
"304_10",1
"2570_3",0
"12291_10",1
"5202_2",0
"9544_10",1
"3767_1",0
"11658_4",0
"10274_4",0
"5129_9",1
"3232_1",0
"8447_8",1
"1568_9",1
"3399_10",1
"10084_4",1
"3468_10",1
"1748_1",0
"4521_1",0
"3858_1",0
"3448_1",0
"5676_9",1
"11064_3",0
"559_1",0
"7134_1",0
"7409_2",0
"11502_1",0
"6076_9",1
"8116_9",1
"11120_10",1
"9804_1",0
"6540_3",0
"1402_7",0
"9228_3",1
"8767_10",1
"1493_9",0
"10710_1",0
"8786_8",1
"2496_1",0
"69_4",0
"6088_3",0
"1916_1",1
"10878_7",1
"828_2",1
"3547_8",1
"11727_4",0
"6632_1",0
"3693_8",1
"3577_2",0
"6943_1",0
"4916_4",0
"7144_2",0
"1440_4",0
"8961_2",0
"3787_10",1
"11720_8",1
"8433_4",0
"7598_1",0
"7914_10",1
"11689_8",1
"9773_1",0
"2046_8",1
"3588_8",1
"4368_10",1
"5386_7",1
"9696_3",1
"9732_10",1
"7122_8",1
"1095_9",1
"9594_1",0
"9899_4",1
"4146_1",0
"3702_1",1
"1752_8",1
"4835_1",1
"4263_4",0
"1009_4",0
"2675_9",1
"10667_3",0
"6400_9",1
"10821_1",1
"3184_2",0
"6273_1",0
"5128_9",1
"9639_4",1
"6796_8",1
"11230_10",1
"228_1",1
"8752_9",1
"2941_10",1
"7694_10",1
"1318_8",1
"12459_10",1
"132_3",0
"6708_3",0
"2942_10",1
"2650_3",0
"11128_10",0
"5144_10",0
"426_7",1
"12231_3",1
"11972_1",0
"5100_10",1
"10065_2",0
"10525_4",0
"108_10",1
"940_10",1
"5088_1",0
"2437_10",1
"6763_1",0
"4843_3",0
"8842_4",0
"7276_8",1
"5971_7",1
"10204_8",1
"10935_7",1
"1221_7",0
"9161_10",1
"12114_7",0
"763_1",0
"11346_10",1
"11803_3",1
"7227_7",1
"10697_4",0
"2847_2",0
"4188_4",0
"3433_3",0
"1680_4",0
"1780_1",0
"13_2",0
"485_3",1
"1864_10",1
"9429_9",1
"1320_10",0
"3273_3",0
"10162_9",1
"10791_2",0
"9996_4",0
"4026_1",0
"703_10",0
"6946_10",1
"11394_10",1
"7762_4",0
"1064_2",0
"10355_9",1
"4598_4",0
"5589_2",0
"6447_8",1
"11582_1",0
"2178_9",1
"12394_4",0
"11678_4",0
"3996_9",1
"11383_2",0
"7926_10",0
"7041_1",0
"4007_9",1
"2078_9",1
"11343_8",1
"6950_1",0
"3282_8",1
"2968_10",1
"10134_7",1
"5302_4",1
"10953_10",1
"10486_7",0
"3775_7",0
"7449_10",1
"9262_8",1
"5141_4",1
"7256_9",1
"4575_8",0
"4777_10",1
"5580_7",0
"9896_8",0
"4382_3",0
"12419_10",1
"4343_9",1
"8080_8",1
"11441_10",1
"3507_1",0
"9007_10",1
"5551_1",0
"7789_10",1
"11173_7",0
"140_2",0
"6596_8",1
"3918_3",0
"12308_10",1
"11896_9",1
"4035_1",0
"4960_9",1
"3806_8",1
"10182_8",1
"4433_3",1
"8409_8",0
"12151_10",0
"11192_10",0
"10111_7",1
"7848_4",0
"4278_1",0
"12028_10",1
"9016_10",1
"5193_3",0
"6158_4",0
"9647_2",1
"8696_10",1
"1268_2",0
"8809_1",0
"84_10",1
"7595_1",0
"924_7",1
"1133_10",1
"2707_10",1
"4142_10",1
"4963_4",0
"7950_3",1
"6349_10",1
"9792_2",0
"8489_9",1
"3814_1",0
"11842_10",1
"6151_7",1
"5402_9",1
"3260_3",0
"1511_8",1
"1836_7",1
"3909_10",1
"9281_1",0
"7669_1",0
"2247_2",1
"5597_3",0
"8233_1",0
"7702_10",1
"10125_8",1
"8265_4",1
"8913_2",0
"3681_1",0
"1845_7",0
"7141_3",0
"207_8",1
"9385_2",0
"11703_9",1
"9527_3",0
"9734_7",1
"12382_1",1
"10259_8",1
"1202_9",1
"6665_3",0
"11376_10",1
"1995_9",1
"4363_1",1
"5020_3",0
"10462_7",1
"12180_3",0
"6924_7",1
"6476_10",1
"10520_2",0
"859_9",1
"6370_1",0
"2067_9",1
"11070_1",0
"8396_8",1
"8837_1",0
"389_10",1
"9516_4",0
"5226_2",0
"7714_1",0
"12489_10",0
"3350_7",1
"10396_8",1
"3561_9",1
"4047_1",0
"9027_2",0
"5105_8",0
"9008_10",1
"6414_8",1
"9834_3",0
"2161_4",0
"10438_9",0
"4359_10",1
"5077_1",0
"2017_10",1
"1691_8",1
"5727_1",0
"9541_8",1
"367_2",0
"524_1",0
"1647_10",1
"12096_3",0
"4114_1",0
"10034_8",1
"5270_7",0
"2548_7",1
"8302_8",0
"6054_9",1
"2105_3",1
"1219_10",1
"10238_10",0
"6093_1",0
"11585_1",0
"7494_2",1
"1995_1",0
"1455_7",1
"1920_10",1
"2936_10",1
"8744_7",1
"1424_3",0
"1850_1",1
"436_10",1
"10857_1",0
"3323_9",1
"11081_10",0
