id,sentiment
"8513_2",0
"12170_3",0
"1857_4",0
"2597_8",1
"5870_1",1
"2127_9",0
"4631_2",0
"9854_7",1
"3765_10",1
"11947_4",1
"2032_2",0
"7540_9",1
"9356_9",1
"4469_2",0
"8623_7",1
"12362_1",0
"9927_9",1
"11900_1",0
"6429_1",0
"3792_4",0
"6286_3",0
"4140_1",0
"9748_4",0
"2245_7",0
"10462_4",1
"2148_10",1
"3024_9",1
"45_2",0
"6935_2",0
"7775_8",0
"4101_8",0
"11066_1",0
"5000_10",1
"8508_7",0
"3559_2",0
"7524_1",1
"6514_2",0
"7396_1",0
"9367_2",0
"11759_3",0
"6577_4",0
"3980_10",1
"8203_3",1
"3111_1",0
"6533_2",0
"9495_1",0
"5479_10",1
"9424_10",0
"8432_1",0
"11441_4",0
"10297_8",1
"10304_1",0
"8570_7",0
"62_2",0
"6707_1",0
"5388_2",0
"1616_9",1
"705_10",1
"12402_7",1
"7274_10",1
"10049_8",1
"3335_8",1
"7170_2",0
"6860_8",1
"10658_10",1
"2177_2",1
"1513_1",0
"4434_7",0
"2186_8",1
"10542_3",0
"9957_1",0
"3651_10",1
"7692_7",1
"10811_7",1
"6251_7",0
"11997_4",1
"12413_9",1
"2693_7",0
"11721_7",1
"9316_3",0
"2118_9",1
"10488_10",0
"8061_2",0
"6162_1",0
"2459_4",1
"357_10",1
"5258_1",0
"11237_1",0
"11407_1",0
"9992_10",1
"1431_3",0
"9276_1",0
"4435_7",1
"7753_1",0
"3486_2",0
"2507_7",1
"12343_7",1
"2072_1",0
"6820_1",1
"6013_7",1
"7346_1",0
"1832_4",0
"1419_7",0
"1492_10",1
"4248_1",0
"8984_3",0
"5118_10",1
"6270_1",0
"12418_4",1
"2214_4",0
"5381_4",1
"9078_7",0
"1030_2",0
"10596_8",1
"8905_10",0
"1450_3",0
"1035_1",0
"10394_10",1
"6829_8",1
"9484_3",0
"12162_4",0
"9836_9",1
"11903_10",1
"8450_7",0
"4471_4",0
"4945_4",0
"12014_2",0
"3005_2",0
"11245_2",0
"11904_10",1
"9837_4",1
"1614_10",1
"12042_10",0
"11221_4",1
"10837_10",1
"7732_8",1
"11548_10",1
"11546_9",1
"3333_8",1
"1015_10",1
"11083_10",1
"7780_8",1
"3843_3",1
"7951_2",0
"6027_4",0
"6412_1",0
"11768_4",1
"4145_10",1
"8928_10",0
"3303_4",0
"11277_10",0
"10845_3",0
"11129_2",0
"1539_3",0
"4559_10",1
"5825_1",0
"10055_3",0
"6205_1",0
"10054_10",1
"9721_7",0
"9565_3",0
"9216_10",0
"4465_7",1
"7941_8",1
"2079_4",0
"10174_4",0
"2712_10",1
"10907_9",1
"3440_8",1
"8298_1",0
"6781_4",1
"765_9",1
"9452_1",1
"8532_7",1
"7205_10",1
"4366_4",0
"497_10",1
"8945_10",1
"4582_3",0
"11148_4",0
"5055_4",1
"3308_8",1
"8218_1",0
"10484_2",0
"11364_1",0
"6589_4",1
"5766_10",1
"345_7",0
"10407_8",1
"4598_9",1
"5293_8",1
"18_7",1
"42_10",1
"9302_1",0
"4568_2",0
"3439_3",0
"5496_4",0
"11363_1",0
"1560_2",0
"6976_9",1
"553_1",0
"9767_7",0
"7679_10",1
"11872_10",1
"5416_4",0
"4610_10",1
"10054_1",0
"7370_1",0
"10235_2",0
"4801_7",1
"10228_3",0
"6323_7",1
"12496_8",0
"935_4",0
"11622_1",1
"7006_4",0
"5525_4",1
"12286_3",0
"5384_8",1
"887_10",1
"846_2",0
"162_4",0
"3363_10",1
"9733_3",0
"2271_8",0
"3456_4",0
"8602_2",0
"7064_2",0
"6305_2",0
"2349_1",0
"6250_1",0
"2843_7",1
"9158_1",0
"2553_7",0
"542_4",1
"4472_10",1
"8909_2",0
"11521_10",1
"5497_3",0
"1423_10",1
"9215_7",1
"10925_1",0
"7020_10",1
"11675_10",1
"6650_3",1
"1696_10",1
"527_4",1
"7998_9",1
"3133_9",1
"5840_1",0
"1405_3",0
"2031_8",1
"3919_3",0
"12154_1",0
"9211_2",0
"10205_2",0
"6811_4",1
"6585_3",1
"4136_1",0
"5222_3",0
"10584_10",1
"5084_7",1
"11735_1",1
"6584_1",0
"1610_2",0
"9151_10",1
"360_10",0
"3700_2",0
"8828_4",0
"5903_8",1
"4243_8",1
"10802_8",1
"10926_9",1
"8455_10",1
"7839_10",1
"7125_3",0
"3337_2",0
"1813_8",1
"9024_4",0
"11211_1",0
"9545_4",0
"11294_10",1
"10508_10",1
"4724_7",0
"7421_4",0
"6269_1",0
"6025_1",0
"11625_4",0
"10024_9",1
"7793_1",0
"5428_4",0
"11223_1",0
"12457_8",1
"733_9",1
"11812_1",0
"7206_9",1
"8472_1",0
"4_8",1
"1019_10",1
"7961_4",1
"10808_10",1
"8857_1",0
"6519_3",1
"4416_4",1
"8456_10",1
"2923_4",1
"9393_1",0
"4013_1",0
"5709_10",1
"5243_9",1
"330_1",0
"353_4",0
"10916_7",1
"8800_3",0
"3324_7",1
"14_2",0
"3944_3",0
"4741_3",0
"11497_3",0
"9798_4",0
"7233_7",0
"7026_4",1
"12038_9",1
"5023_3",0
"8323_3",0
"9938_3",0
"6498_1",0
"6514_10",1
"5014_9",1
"9751_7",1
"3537_1",0
"11059_4",1
"4798_4",1
"3189_8",1
"1356_8",1
"8237_8",1
"9458_1",0
"4187_3",0
"3016_1",0
"1871_10",1
"6067_1",0
"1703_8",1
"9181_2",0
"6521_7",1
"5822_10",1
"7199_8",1
"9267_7",0
"5285_3",1
"5081_8",1
"2451_3",1
"1391_4",0
"7756_10",1
"3165_10",1
"10198_4",1
"866_8",1
"10810_1",0
"10702_1",0
"10442_2",0
"11713_10",1
"1264_10",0
"1022_1",0
"8947_9",1
"11419_1",1
"12383_2",0
"11928_4",1
"10052_4",0
"4160_1",0
"5218_7",0
"4365_9",1
"10623_8",1
"2021_3",1
"4516_2",0
"9143_10",1
"6135_2",0
"9441_4",0
"9120_1",0
"933_2",0
"3642_9",1
"3426_7",1
"7216_1",0
"2383_9",0
"7992_7",1
"5069_7",1
"9220_8",1
"3034_7",1
"3005_8",1
"8884_4",0
"8766_1",0
"6789_4",0
"1989_8",1
"7838_1",0
"4132_1",1
"5944_9",1
"5093_3",1
"4796_8",1
"4530_7",1
"3087_2",0
"8394_10",1
"1017_1",0
"1518_1",0
"11643_7",0
"3312_3",0
"6047_2",0
"681_9",1
"7968_1",0
"332_10",1
"12496_1",0
"3290_8",1
"11135_9",1
"10257_1",0
"7410_2",0
"8423_4",0
"314_10",1
"9101_9",1
"8741_10",1
"9189_10",1
"926_1",0
"1122_7",0
"6656_2",0
"3226_1",0
"6579_10",1
"5262_4",0
"7134_10",1
"5582_9",1
"203_1",0
"1339_2",0
"3422_10",0
"10939_3",0
"2092_10",1
"10560_3",0
"11662_1",0
"91_8",0
"10698_9",1
"9973_8",1
"11396_2",0
"8257_9",1
"10238_4",0
"11584_8",1
"7900_10",1
"5125_1",1
"9217_7",1
"8103_3",0
"10489_10",1
"8161_10",1
"7312_10",0
"1146_7",1
"2373_7",0
"1478_7",0
"4278_10",1
"5367_9",1
"7964_10",1
"9454_10",1
"8585_8",1
"6250_10",1
"9689_9",1
"12431_8",1
"12100_8",0
"2449_1",0
"6078_8",1
"10965_9",1
"11026_7",0
"6441_9",1
"3200_10",1
"4032_9",1
"968_10",1
"8129_9",1
"3139_10",1
"9838_1",0
"9956_2",0
"9788_3",0
"3582_8",1
"957_10",1
"6881_9",0
"8381_1",0
"12281_9",1
"3417_10",1
"4196_2",0
"852_7",1
"683_10",1
"11400_10",0
"246_7",1
"2422_9",1
"1571_10",1
"6144_2",0
"3083_1",0
"12106_1",0
"4311_3",1
"10973_8",1
"7363_4",0
"12253_2",0
"6594_10",1
"5008_1",0
"6115_1",0
"8136_1",0
"9380_4",1
"511_10",1
"11535_3",0
"7347_10",1
"1515_1",0
"11264_10",1
"7666_2",0
"11939_10",1
"6456_10",1
"1559_1",0
"6857_10",1
"8131_1",0
"12454_7",1
"188_7",1
"443_3",0
"760_4",1
"1896_8",1
"881_1",0
"11013_7",1
"4092_3",0
"10663_8",1
"11683_8",1
"11493_2",0
"2846_10",0
"9012_1",0
"4949_8",1
"6220_1",0
"2554_7",1
"2691_4",1
"11401_9",1
"5749_10",1
"9650_1",0
"10042_10",1
"12486_2",0
"4972_3",0
"1330_9",1
"4331_7",1
"4515_1",0
"3204_10",1
"6784_1",0
"10188_8",1
"1971_9",1
"5120_1",0
"5231_10",1
"5682_7",1
"12239_1",0
"10202_3",0
"3595_10",1
"952_10",1
"5986_10",1
"11575_1",0
"2295_1",0
"4187_7",0
"1987_4",1
"8611_8",1
"4318_3",0
"8270_1",0
"477_10",1
"7731_9",1
"8712_8",0
"10565_3",1
"10318_2",0
"1311_10",1
"5240_7",0
"3096_10",1
"3926_2",0
"1332_8",1
"6160_1",0
"6771_7",1
"3390_4",0
"1579_1",0
"10741_4",1
"10552_9",1
"2431_8",1
"3368_8",1
"6113_1",0
"1831_2",0
"1678_9",1
"12188_10",1
"6376_10",1
"877_3",0
"5000_1",0
"1739_4",1
"10589_10",1
"11085_10",0
"1161_8",0
"1340_2",0
"3416_10",1
"8096_1",0
"8812_3",0
"12464_2",0
"387_8",1
"8591_1",0
"2845_4",0
"429_10",1
"2658_10",1
"3793_3",0
"3266_1",0
"1166_2",0
"9037_3",0
"1208_9",0
"8581_1",0
"8907_4",0
"6560_4",0
"10319_7",1
"9400_1",1
"1733_4",0
"6613_7",1
"11689_2",0
"9866_7",1
"9197_7",0
"4958_10",1
"11489_3",0
"11566_10",1
"11394_1",0
"2484_1",0
"4633_9",1
"9663_10",1
"4046_8",0
"10389_4",1
"2153_9",1
"9287_1",0
"12227_7",1
"5498_3",0
"11317_2",1
"12486_7",0
"11668_7",0
"3993_3",0
"9218_4",0
"4384_1",0
"9301_10",1
"10362_1",0
"6886_8",0
"2891_8",0
"4232_7",0
"7487_1",0
"4401_1",0
"7368_8",1
"8786_1",0
"3114_1",0
"11881_1",0
"11623_8",0
"6122_2",0
"4426_1",0
"4283_1",1
"8425_9",1
"7127_10",1
"9727_3",1
"2424_7",0
"6715_10",1
"11509_1",0
"4782_4",1
"11951_8",1
"9_1",0
"1061_10",1
"7982_10",1
"3526_8",1
"7662_3",0
"11199_9",1
"5544_3",0
"2005_10",1
"4715_9",1
"2798_1",0
"12086_10",1
"12237_10",1
"10472_1",0
"1586_1",0
"3408_10",1
"538_10",1
"1449_1",0
"2152_8",1
"254_1",0
"3930_9",1
"176_7",1
"9875_3",0
"1319_1",0
"3216_8",1
"5498_7",1
"774_8",0
"2890_3",0
"6870_4",0
"5700_8",0
"1427_9",1
"2479_10",1
"5521_1",0
"3618_1",0
"7225_10",1
"10852_1",0
"7702_1",0
"971_8",1
"8682_3",1
"11825_1",1
"11546_4",0
"11400_4",0
"8328_10",1
"3621_8",1
"708_8",1
"4095_1",0
"7113_8",1
"5394_4",0
"5680_2",0
"7405_3",0
"6895_10",1
"6997_7",0
"7779_4",0
"4238_9",1
"4378_9",1
"6477_7",1
"3205_8",0
"6464_9",1
"8038_7",1
"5233_10",1
"7455_3",0
"8041_1",0
"10503_10",1
"6060_3",0
"12219_10",1
"10701_4",1
"1430_9",1
"8904_7",0
"2926_1",1
"5377_3",0
"6868_10",1
"3224_7",1
"11726_4",0
"6204_1",0
"1927_2",0
"9872_2",0
"55_1",0
"4720_1",0
"5341_1",0
"9801_1",0
"8258_9",1
"11443_2",0
"3460_1",0
"908_8",1
"9883_3",0
"12444_3",0
"1340_10",1
"4684_8",1
"2276_4",0
"5468_7",1
"1668_8",1
"8998_4",1
"6826_9",1
"1918_9",1
"1820_9",1
"7376_8",1
"2688_8",1
"9877_4",0
"5510_10",1
"3343_7",1
"2242_7",1
"547_1",0
"360_4",0
"121_4",1
"6839_10",0
"10023_9",1
"8522_10",1
"1369_8",1
"1147_8",1
"2253_8",1
"2721_3",0
"11425_8",1
"6013_1",0
"1557_10",1
"11599_3",0
"8843_7",0
"7677_4",1
"1693_2",0
"8747_7",0
"1374_8",1
"7864_4",0
"6190_2",1
"3268_1",0
"3293_1",0
"4583_1",0
"3167_2",0
"5688_2",1
"2455_2",0
"8726_9",1
"2462_10",1
"8161_3",0
"5762_8",1
"12210_2",0
"7706_7",1
"2772_1",0
"3539_1",0
"8006_10",1
"4206_9",1
"3998_10",1
"5490_9",1
"7764_1",0
"10783_2",0
"9037_8",1
"8100_10",1
"4264_10",1
"10185_4",0
"5335_4",0
"8615_10",1
"9716_10",1
"5770_1",0
"3102_9",1
"1303_2",0
"3184_8",1
"205_8",1
"9563_3",0
"12452_8",1
"3783_10",1
"3286_1",1
"737_1",0
"6342_10",1
"11581_10",1
"12034_3",1
"1341_3",0
"5769_9",0
"82_1",0
"5761_8",0
"5272_1",0
"12464_10",1
"8807_2",0
"2731_10",1
"11644_4",0
"6486_2",0
"2209_4",0
"5085_1",0
"1546_3",0
"1235_1",0
"9444_10",1
"9740_7",1
"129_3",0
"1350_1",0
"11493_7",0
"9746_9",0
"10315_8",0
"3940_9",1
"2904_9",1
"1687_1",0
"8245_9",1
"4795_9",1
"10287_8",1
"7197_2",0
"2596_10",1
"7852_1",0
"2512_4",1
"3060_10",1
"11554_1",0
"7033_3",0
"10194_10",0
"9959_1",0
"1353_1",0
"5889_1",0
"2089_1",0
"3908_4",0
"2420_1",1
"12366_1",0
"8900_4",0
"7899_10",0
"3755_10",1
"7401_9",1
"8274_10",1
"4490_7",1
"4216_10",1
"10362_8",1
"2560_1",0
"10902_1",0
"10066_4",1
"1599_7",1
"4668_1",0
"9119_1",0
"11827_9",1
"6997_4",1
"6231_10",1
"8378_10",1
"8541_10",1
"1966_10",1
"95_3",0
"504_3",0
"8774_8",1
"6551_1",0
"11900_8",1
"6365_1",0
"5562_10",1
"9126_3",1
"1860_4",0
"6503_3",0
"5256_10",1
"6403_8",1
"10936_3",0
"5914_8",1
"11983_4",0
"7267_1",1
"7096_1",0
"3700_9",1
"6511_10",1
"4638_3",0
"6991_1",0
"11478_8",0
"1530_10",1
"379_10",1
"7602_10",1
"11106_10",1
"10313_7",1
"9720_8",1
"10574_1",0
"5308_10",1
"10076_9",1
"8128_1",0
"2671_4",0
"9146_1",0
"9772_1",1
"2006_7",1
"4891_10",1
"3762_8",0
"8269_7",1
"8130_10",1
"9394_10",1
"5_10",1
"8258_2",0
"3728_1",0
"123_10",0
"10068_4",0
"263_9",0
"689_10",1
"11629_10",1
"10762_2",0
"12283_2",0
"5522_8",0
"1590_1",0
"10151_8",1
"4609_4",0
"5101_1",0
"6313_4",1
"11796_9",1
"2528_10",1
"2574_3",0
"10061_8",1
"1207_10",1
"7790_2",0
"4617_10",1
"6853_1",0
"5523_8",1
"6880_2",0
"4922_7",1
"11569_8",0
"11748_1",0
"1535_9",1
"2600_2",0
"6389_9",1
"10206_10",1
"9417_3",0
"10347_4",0
"2703_9",1
"4911_9",1
"11472_1",0
"3526_2",0
"12240_1",1
"3240_1",0
"11285_7",0
"9809_7",0
"4161_1",0
"5897_10",0
"5974_1",1
"1557_3",0
"5130_3",0
"6980_2",0
"7745_1",0
"4841_7",0
"11288_8",1
"2000_10",1
"3542_8",1
"9775_4",1
"6498_10",1
"455_4",1
"7470_10",0
"5098_1",1
"4550_3",0
"9115_10",1
"8519_1",0
"10244_2",0
"8029_1",0
"10465_2",0
"8216_8",0
"4840_7",1
"10214_10",1
"9633_7",0
"3122_8",1
"2339_8",1
"2453_4",0
"9089_2",0
"8609_10",1
"1743_2",0
"12278_1",0
"5248_3",0
"6898_1",0
"3714_10",1
"2537_7",1
"8991_10",1
"9399_7",1
"3019_2",0
"6637_3",0
"8014_7",1
"11520_8",0
"8124_9",1
"1599_1",0
"9437_9",1
"5567_1",0
"11853_1",0
"8776_2",0
"8475_10",0
"8981_7",0
"7176_1",0
"9759_2",0
"6071_4",0
"887_3",0
"1410_4",0
"4797_4",0
"8300_4",0
"9261_7",1
"11456_1",0
"9053_10",1
"3239_3",0
"11385_8",1
"3657_7",1
"10369_1",0
"10503_1",0
"8376_2",0
"3097_1",0
"414_10",1
"6796_1",1
"11059_9",1
"2077_2",0
"7672_10",1
"10121_3",0
"4061_10",1
"4441_3",1
"9630_10",1
"11195_7",1
"6575_4",1
"10120_7",1
"6669_1",1
"10749_1",0
"5127_4",1
"11126_10",1
"7536_1",0
"8619_1",0
"9801_10",1
"1259_9",1
"12032_1",0
"9963_2",1
"6973_10",1
"6914_3",0
"6714_10",1
"8114_3",0
"8607_9",1
"1176_4",1
"3344_9",1
"2145_7",1
"8621_1",0
"3319_9",1
"2599_10",1
"12311_1",0
"2744_10",1
"257_7",1
"6795_4",0
"3964_4",1
"316_10",1
"5805_9",0
"5628_2",1
"3331_8",1
"3010_1",0
"3081_2",0
"250_3",0
"7805_1",0
"3845_7",0
"11105_1",0
"7910_10",1
"10932_1",0
"2233_10",1
"8480_10",1
"5667_2",0
"790_9",1
"77_7",1
"7932_8",1
"1396_2",0
"10965_1",0
"5791_1",0
"4641_9",1
"11927_10",1
"8935_8",1
"11011_10",1
"1400_1",0
"10572_8",1
"2251_1",1
"9052_1",0
"3905_10",1
"7677_10",1
"7408_8",1
"6748_4",0
"3612_7",0
"1576_1",1
"1217_3",0
"5290_10",1
"10855_9",0
"12233_1",0
"7753_10",1
"5704_7",1
"9026_9",1
"389_3",0
"9105_2",0
"10795_1",0
"8721_10",1
"6554_7",1
"516_10",1
"5924_4",0
"567_10",1
"494_9",1
"1260_4",0
"5760_4",0
"7877_7",1
"5842_8",1
"3725_4",0
"10830_10",1
"4971_1",0
"4148_1",0
"1704_1",0
"5245_8",1
"7819_9",1
"1942_10",1
"9282_1",0
"2574_7",1
"9044_3",0
"10579_2",0
"11524_2",0
"3059_1",0
"10975_10",0
"10979_1",0
"7245_10",1
"8859_3",0
"8593_4",1
"1297_2",0
"4012_8",1
"6909_9",1
"7974_3",0
"4461_2",0
"9301_1",0
"6947_1",0
"8372_10",1
"325_2",0
"9843_7",1
"12432_1",0
"7335_7",0
"3602_7",0
"7693_4",0
"2949_1",0
"5412_9",1
"9350_10",1
"9568_2",1
"10505_10",1
"4827_1",0
"3586_4",1
"8457_1",0
"6070_4",0
"10818_1",0
"10906_2",1
"9459_1",0
"549_9",1
"11638_7",1
"2776_2",0
"1046_2",1
"11894_3",0
"10090_8",1
"9506_8",1
"6664_9",0
"761_1",0
"10132_2",0
"12090_9",1
"6196_8",1
"6004_10",0
"7563_10",1
"9643_2",0
"7403_8",1
"10155_4",1
"1134_9",1
"5449_1",0
"3893_10",1
"711_10",0
"8624_7",0
"6471_10",1
"451_2",0
"2128_8",1
"4913_9",1
"8141_1",0
"4518_2",0
"3754_8",1
"4514_2",0
"7206_1",0
"1104_1",0
"7132_10",1
"12423_10",0
"7708_1",1
"12377_1",0
"12236_10",1
"3287_1",0
"10600_2",0
"7535_1",0
"8681_4",0
"12431_1",0
"9034_10",1
"3096_1",0
"3238_9",1
"3021_1",0
"5361_1",0
"11636_8",1
"3179_2",0
"7731_4",0
"6064_7",0
"12311_9",1
"4981_10",1
"1236_1",0
"1969_1",0
"4555_1",0
"1871_4",0
"8993_7",1
"5206_7",0
"2237_7",1
"9967_1",0
"10970_7",1
"5389_7",1
"11454_10",1
"5883_1",1
"5104_1",0
"7060_10",1
"10942_9",0
"3540_2",0
"10278_7",0
"11766_1",0
"5525_8",1
"950_9",1
"3600_3",0
"5134_10",1
"11559_4",0
"8453_10",1
"1167_7",0
"5361_10",1
"9318_9",1
"10290_1",0
"8181_10",1
"6167_4",1
"11373_2",0
"12301_8",1
"2493_10",1
"4148_7",1
"8614_2",0
"8584_4",0
"4506_10",1
"12179_8",0
"3584_10",1
"10770_7",1
"7547_10",1
"2477_2",0
"8170_2",0
"9065_2",0
"12202_9",1
"2980_4",0
"10191_3",1
"10312_4",1
"5142_10",1
"10989_2",0
"7211_10",1
"6328_10",1
"7394_2",0
"11091_8",1
"3770_4",1
"6876_8",1
"5019_10",1
"4303_1",0
"12328_1",0
"6684_10",1
"3081_9",1
"12094_3",0
"973_4",1
"1551_8",0
"11666_1",0
"8332_2",0
"11888_2",0
"11917_4",0
"6517_3",0
"11921_10",1
"4763_2",0
"1444_7",1
"2894_10",1
"9948_2",0
"1694_1",0
"4571_9",1
"1201_2",1
"3568_4",0
"4310_9",1
"4535_7",1
"8372_1",0
"5670_8",1
"6992_10",0
"8730_8",1
"374_10",1
"9557_7",1
"3108_8",0
"7386_1",0
"7172_2",1
"8405_9",1
"5963_10",1
"10898_3",0
"8591_7",1
"12047_1",0
"3985_4",0
"3059_8",1
"11890_1",0
"6026_3",0
"9203_9",1
"9355_4",0
"12472_10",1
"5219_7",1
"10322_2",0
"9959_7",1
"12317_1",0
"1886_10",0
"8337_3",0
"9138_1",0
"9839_1",1
"9310_1",0
"11026_1",0
"1719_1",0
"8861_1",0
"5422_4",0
"5268_10",0
"10643_1",0
"8431_4",0
"8151_4",0
"2423_4",1
"8920_1",0
"2848_7",0
"2952_2",0
"272_10",1
"5484_10",1
"9522_10",1
"1817_8",1
"1444_4",1
"12148_1",0
"6516_10",1
"11836_10",1
"5310_10",1
"10106_1",0
"2833_1",0
"7001_10",1
"6848_7",1
"2616_2",0
"303_2",1
"11849_8",1
"9974_3",0
"3326_8",1
"5775_7",1
"11861_10",1
"5001_1",0
"6963_4",0
"6261_2",0
"9719_7",0
"6381_8",1
"388_8",1
"337_4",0
"9497_3",0
"8252_3",0
"12292_1",0
"478_2",0
"3104_2",0
"7462_1",0
"3623_8",1
"11314_8",1
"11650_1",0
"545_10",1
"5608_9",1
"8283_1",0
"1386_3",1
"5114_4",0
"7180_9",1
"3934_8",1
"4505_8",1
"10360_8",1
"4646_1",0
"11405_1",0
"12260_2",0
"8082_8",1
"9421_10",0
"8402_10",1
"3907_3",0
"598_9",1
"8538_10",1
"9082_10",0
"6711_10",0
"6875_2",0
"9339_1",0
"2018_3",0
"114_10",0
"7604_1",0
"7105_9",1
"9759_10",1
"6480_10",1
"10385_10",1
"1699_4",0
"8577_8",1
"6412_9",1
"12012_10",1
"3525_7",1
"9319_2",0
"7991_7",1
"934_9",1
"1385_3",0
"5552_1",0
"4361_10",1
"9341_7",1
"7966_4",0
"1208_4",0
"7059_3",0
"2234_1",0
"4792_10",1
"2770_8",1
"9206_3",0
"1750_4",0
"4694_1",0
"6183_4",0
"200_10",1
"3760_1",0
"4113_7",1
"7895_1",1
"4350_2",0
"7616_1",0
"646_1",0
"268_1",0
"12400_8",1
"11972_10",1
"1992_10",1
"9943_7",1
"10022_4",0
"252_4",0
"1620_10",1
"5281_1",0
"6163_10",1
"4783_10",1
"1285_1",0
"5348_8",1
"10294_1",0
"7164_2",0
"1338_7",1
"3615_2",0
"227_1",1
"8095_4",0
"7847_3",0
"3159_9",0
"5955_3",0
"8885_10",1
"9653_2",0
"3915_9",1
"7690_9",1
"11191_3",0
"5937_9",0
"9367_9",1
"5638_4",1
"7567_10",1
"9988_8",1
"6032_10",1
"606_10",1
"6943_9",1
"10340_9",1
"2384_10",1
"10638_2",0
"1666_8",1
"11412_1",0
"10446_10",1
"3528_7",1
"1413_7",1
"7380_2",0
"10016_4",0
"271_1",0
"6112_1",0
"7655_1",0
"222_10",1
"4551_1",0
"10719_10",1
"11308_3",0
"12371_8",1
"7294_9",1
"2023_1",1
"7836_3",0
"6724_1",0
"7644_7",1
"7274_1",0
"6842_3",0
"3156_2",0
"5570_4",0
"8651_9",1
"2524_4",1
"5833_10",1
"4686_3",0
"5320_10",1
"6518_10",0
"6941_9",1
"10978_10",1
"2020_7",1
"2182_2",0
"687_4",0
"11762_1",0
"4228_1",0
"5494_10",1
"6048_1",0
"10424_9",1
"632_1",0
"9515_10",0
"4961_10",1
"7266_7",0
"11745_10",1
"5968_10",1
"4413_8",1
"10860_7",1
"2928_10",1
"3102_1",0
"1142_10",1
"4634_10",1
"2877_1",0
"3510_7",1
"4309_3",1
"1440_7",1
"1067_7",0
"3136_8",1
"3885_10",1
"5440_10",1
"6258_8",1
"7735_10",1
"3464_1",0
"11004_8",1
"12000_8",1
"9251_3",0
"8296_8",1
"507_4",1
"7322_10",1
"9700_1",0
"9198_1",0
"2732_1",1
"6185_4",0
"7766_7",1
"6097_10",1
"1310_3",1
"6423_3",0
"10585_2",1
"6453_2",0
"1234_10",1
"9305_1",0
"10826_10",1
"1981_9",0
"7741_1",0
"1744_3",1
"10239_3",1
"9292_10",1
"8345_7",1
"6006_10",1
"5437_4",1
"9030_1",0
"5321_10",1
"2419_10",1
"2289_3",0
"5278_1",0
"12195_4",0
"6011_8",1
"1765_4",1
"8474_2",0
"3634_1",1
"10574_10",1
"8821_3",0
"7408_4",0
"7099_10",1
"7909_10",1
"11171_3",0
"11484_2",0
"1804_10",1
"11835_1",0
"5992_2",0
"9220_4",0
"1081_10",1
"2366_4",0
"9685_4",0
"10177_9",1
"6838_4",1
"11316_8",1
"259_8",1
"7605_8",1
"5684_10",1
"3562_8",1
"10514_8",1
"1801_4",1
"6149_7",1
"1185_4",0
"4929_7",0
"9718_7",0
"9784_3",0
"3854_1",0
"1499_4",0
"5998_1",0
"9331_1",0
"2405_10",1
"10707_1",0
"6104_10",0
"8212_2",1
"4649_10",1
"4562_9",0
"9802_1",0
"5824_10",1
"4215_4",0
"11954_9",1
"1817_3",0
"7989_1",0
"3465_4",1
"9937_10",1
"12121_7",0
"2886_8",1
"7362_3",0
"1033_10",0
"4923_1",0
"7414_8",1
"3387_1",1
"10816_2",0
"2884_7",1
"8074_10",1
"2532_8",1
"12223_10",1
"891_2",1
"9115_1",0
"8247_3",1
"1474_8",1
"11355_8",1
"900_1",0
"7035_3",0
"9894_2",0
"3810_9",1
"8419_9",1
"2622_8",0
"3841_9",0
"12465_2",1
"2887_9",1
"3946_3",0
"6891_9",1
"2793_1",0
"10202_10",1
"11711_4",0
"10591_3",0
"11809_2",0
"10837_1",0
"6020_7",1
"4972_9",1
"10808_1",0
"5893_1",0
"1876_10",1
"633_8",1
"4311_9",1
"5372_1",0
"848_3",0
"1624_10",1
"8397_3",1
"2525_8",1
"3039_8",1
"7343_10",1
"267_7",1
"1553_10",1
"12213_10",1
